Taestivum_TRIAE_CS42_U_TGACv1_644387_AA2139180.1	dc985c1e24aa3f2f127c7785cd07c823	1456	ProSiteProfiles	PS50011	Protein kinase domain profile.	1175	1429	44.456	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	Pfam	PF00931	NB-ARC domain	406	686	2.6E-55	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	ProSiteProfiles	PS50811	WRKY domain profile.	1382	1445	22.114	T	31-05-2017	IPR003657	WRKY domain
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	SUPERFAMILY	SSF52058		725	1090	3.4E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	SUPERFAMILY	SSF118290		1266	1333	1.05E-21	T	31-05-2017	IPR003657	WRKY domain
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	SUPERFAMILY	SSF52540		389	660	2.64E-54	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	ProSiteProfiles	PS50811	WRKY domain profile.	1267	1330	20.53	T	31-05-2017	IPR003657	WRKY domain
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	SUPERFAMILY	SSF118290		1380	1448	3.01E-23	T	31-05-2017	IPR003657	WRKY domain
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	Pfam	PF03106	WRKY DNA -binding domain	1388	1447	5.1E-25	T	31-05-2017	IPR003657	WRKY domain
Taestivum_TRIAE_CS42_5DL_TGACv1_434466_AA1436530.1	a2f7dbcaa066776487ba61366f83d9fe	1571	Pfam	PF03106	WRKY DNA -binding domain	1273	1332	1.5E-21	T	31-05-2017	IPR003657	WRKY domain
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	Coils	Coil		65	85	-	T	31-05-2017
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1086	1112	-	T	31-05-2017	IPR017441	Protein kinase, ATP binding site
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	SUPERFAMILY	SSF52540		192	456	1.29E-45	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	Pfam	PF00069	Protein kinase domain	1081	1349	5.5E-45	T	31-05-2017	IPR000719	Protein kinase domain
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	SUPERFAMILY	SSF52058		788	918	1.53E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	SUPERFAMILY	SSF52058		520	751	1.53E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1205	1217	-	T	31-05-2017	IPR008271	Serine/threonine-protein kinase, active site
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	SUPERFAMILY	SSF56112		1057	1352	2.53E-73	T	31-05-2017	IPR011009	Protein kinase-like domain
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	ProSiteProfiles	PS50011	Protein kinase domain profile.	1080	1364	36.188	T	31-05-2017	IPR000719	Protein kinase domain
Bdistachyon_Bradi3g34961.1.p	fbaadad96291c28b27cfb137071b47e0	1413	Pfam	PF00931	NB-ARC domain	200	481	1.0E-40	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	Pfam	PF00931	NB-ARC domain	206	469	4.1E-42	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	Pfam	PF00931	NB-ARC domain	1267	1550	1.2E-44	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	SUPERFAMILY	SSF52540		1254	1524	4.18E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	SUPERFAMILY	SSF52047		1641	1918	5.73E-31	T	31-05-2017
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	Coils	Coil		1018	1038	-	T	31-05-2017
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	Coils	Coil		1132	1152	-	T	31-05-2017
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	SUPERFAMILY	SSF52058		507	846	1.11E-16	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2AL_TGACv1_092893_AA0266300.3	d2fcfe7da62c69e80849c383a95b7295	2037	SUPERFAMILY	SSF52540		188	442	8.99E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_38423.1	cace986098339deb19230c301a77de66	1167	Pfam	PF00931	NB-ARC domain	206	468	4.3E-43	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_38423.1	cace986098339deb19230c301a77de66	1167	SUPERFAMILY	SSF52540		185	441	1.17E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_38423.1	cace986098339deb19230c301a77de66	1167	SUPERFAMILY	SSF52058		508	893	3.74E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_15661-P1	711af170d9dee0f1102da87d864969e7	1571	SUPERFAMILY	SSF52540		176	437	2.23E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_15661-P1	711af170d9dee0f1102da87d864969e7	1571	Pfam	PF00931	NB-ARC domain	182	463	1.3E-50	T	31-05-2017	IPR002182	NB-ARC
Turartu_TRIUR3_15661-P1	711af170d9dee0f1102da87d864969e7	1571	Pfam	PF03081	Exo70 exocyst complex subunit	1206	1561	2.2E-110	T	31-05-2017	IPR004140	Exocyst complex component Exo70
Turartu_TRIUR3_15661-P1	711af170d9dee0f1102da87d864969e7	1571	SUPERFAMILY	SSF52047		553	845	3.77E-17	T	31-05-2017
Turartu_TRIUR3_15661-P1	711af170d9dee0f1102da87d864969e7	1571	SUPERFAMILY	SSF74788		1029	1065	6.8E-131	T	31-05-2017	IPR016159	Cullin repeat-like-containing domain
Turartu_TRIUR3_15661-P1	711af170d9dee0f1102da87d864969e7	1571	SUPERFAMILY	SSF74788		1133	1564	6.8E-131	T	31-05-2017	IPR016159	Cullin repeat-like-containing domain
Turartu_TRIUR3_15661-P1	711af170d9dee0f1102da87d864969e7	1571	Coils	Coil		34	54	-	T	31-05-2017
Taestivum_TRIAE_CS42_4AL_TGACv1_288901_AA0960930.1	69fdb367e121ef0e9cbb277669788025	1315	ProSiteProfiles	PS50863	B3 DNA-binding domain profile.	1138	1240	13.775	T	31-05-2017	IPR003340	B3 DNA binding domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288901_AA0960930.1	69fdb367e121ef0e9cbb277669788025	1315	Pfam	PF02362	B3 DNA binding domain	1138	1226	1.4E-24	T	31-05-2017	IPR003340	B3 DNA binding domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288901_AA0960930.1	69fdb367e121ef0e9cbb277669788025	1315	Pfam	PF00931	NB-ARC domain	289	561	1.3E-49	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288901_AA0960930.1	69fdb367e121ef0e9cbb277669788025	1315	SUPERFAMILY	SSF52540		258	534	3.14E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_288901_AA0960930.1	69fdb367e121ef0e9cbb277669788025	1315	SUPERFAMILY	SSF52058		604	980	4.25E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288901_AA0960930.1	69fdb367e121ef0e9cbb277669788025	1315	SUPERFAMILY	SSF101936		1135	1226	7.59E-28	T	31-05-2017	IPR015300	DNA-binding pseudobarrel domain
Osativa_LOC_Os11g11580.1	0087bf8e0ea88cb45f90f306a335978c	1437	SUPERFAMILY	SSF52058		472	792	4.25E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Osativa_LOC_Os11g11580.1	0087bf8e0ea88cb45f90f306a335978c	1437	SUPERFAMILY	SSF52540		127	404	3.76E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Osativa_LOC_Os11g11580.1	0087bf8e0ea88cb45f90f306a335978c	1437	Pfam	PF00931	NB-ARC domain	149	430	2.8E-55	T	31-05-2017	IPR002182	NB-ARC
Osativa_LOC_Os11g11580.1	0087bf8e0ea88cb45f90f306a335978c	1437	Coils	Coil		99	119	-	T	31-05-2017
Taestivum_TRIAE_CS42_7DS_TGACv1_621870_AA2028150.2	4ab1722186fcfe77edb1edf944333e0d	1411	SUPERFAMILY	SSF52540		354	630	8.3E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7DS_TGACv1_621870_AA2028150.2	4ab1722186fcfe77edb1edf944333e0d	1411	ProSiteProfiles	PS50863	B3 DNA-binding domain profile.	1234	1336	13.831	T	31-05-2017	IPR003340	B3 DNA binding domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621870_AA2028150.2	4ab1722186fcfe77edb1edf944333e0d	1411	Pfam	PF02362	B3 DNA binding domain	1234	1322	1.2E-24	T	31-05-2017	IPR003340	B3 DNA binding domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621870_AA2028150.2	4ab1722186fcfe77edb1edf944333e0d	1411	Pfam	PF00931	NB-ARC domain	385	657	4.2E-50	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7DS_TGACv1_621870_AA2028150.2	4ab1722186fcfe77edb1edf944333e0d	1411	SUPERFAMILY	SSF52058		700	1076	1.22E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DS_TGACv1_621870_AA2028150.2	4ab1722186fcfe77edb1edf944333e0d	1411	SUPERFAMILY	SSF101936		1231	1322	9.16E-28	T	31-05-2017	IPR015300	DNA-binding pseudobarrel domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSiteProfiles	PS51437	CG-1 DNA-binding domain profile.	1337	1463	76.337	T	31-05-2017	IPR005559	CG-1 DNA-binding domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	SUPERFAMILY	SSF56112		23	302	8.36E-64	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	SUPERFAMILY	SSF52047		867	1213	4.16E-22	T	31-05-2017
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSiteProfiles	PS50088	Ankyrin repeat profile.	1798	1830	8.87	T	31-05-2017	IPR002110	Ankyrin repeat
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	Coils	Coil		247	267	-	T	31-05-2017
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	1798	1892	18.033	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	166	178	-	T	31-05-2017	IPR008271	Serine/threonine-protein kinase, active site
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSiteProfiles	PS50088	Ankyrin repeat profile.	1831	1863	8.843	T	31-05-2017	IPR002110	Ankyrin repeat
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	SUPERFAMILY	SSF48403		1792	1893	1.76E-16	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	Pfam	PF03859	CG-1 domain	1343	1456	5.4E-45	T	31-05-2017	IPR005559	CG-1 DNA-binding domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSiteProfiles	PS50011	Protein kinase domain profile.	38	308	33.898	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	Pfam	PF00931	NB-ARC domain	509	791	3.4E-55	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSiteProfiles	PS50096	IQ motif profile.	2005	2029	8.81	T	31-05-2017	IPR000048	IQ motif, EF-hand binding site
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	SUPERFAMILY	SSF52540		501	765	1.06E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	SUPERFAMILY	SSF81296		1595	1680	6.38E-18	T	31-05-2017	IPR014756	Immunoglobulin E-set
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	44	66	-	T	31-05-2017	IPR017441	Protein kinase, ATP binding site
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	Pfam	PF00069	Protein kinase domain	39	279	9.9E-45	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_U_TGACv1_642282_AA2115030.1	4dc40aa64bf66a0a00cd8f4c8a5a10e4	2029	Pfam	PF01833	IPT/TIG domain	1594	1679	4.8E-8	T	31-05-2017	IPR002909	IPT domain
Turartu_TRIUR3_15073-P1	7ef44a9be7772770ba5299f7f607630c	578	SUPERFAMILY	SSF52540		115	364	4.69E-44	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_15073-P1	7ef44a9be7772770ba5299f7f607630c	578	Pfam	PF00931	NB-ARC domain	115	389	9.4E-47	T	31-05-2017	IPR002182	NB-ARC
Turartu_TRIUR3_15073-P1	7ef44a9be7772770ba5299f7f607630c	578	SUPERFAMILY	SSF52058		429	566	2.61E-5	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	47e7c2b7b846a5fdbf723e2d1510de17	1409	SUPERFAMILY	SSF54171		1288	1345	2.81E-19	T	31-05-2017	IPR016177	DNA-binding domain
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	47e7c2b7b846a5fdbf723e2d1510de17	1409	Pfam	PF00931	NB-ARC domain	428	708	1.7E-54	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	47e7c2b7b846a5fdbf723e2d1510de17	1409	ProSiteProfiles	PS51032	AP2/ERF domain profile.	1288	1345	21.219	T	31-05-2017	IPR001471	AP2/ERF domain
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	47e7c2b7b846a5fdbf723e2d1510de17	1409	Pfam	PF00847	AP2 domain	1288	1337	1.1E-10	T	31-05-2017	IPR001471	AP2/ERF domain
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	47e7c2b7b846a5fdbf723e2d1510de17	1409	Coils	Coil		1190	1210	-	T	31-05-2017
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	47e7c2b7b846a5fdbf723e2d1510de17	1409	SUPERFAMILY	SSF52058		747	1067	7.14E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_5BL_TGACv1_405227_AA1322580.1	47e7c2b7b846a5fdbf723e2d1510de17	1409	SUPERFAMILY	SSF52540		414	682	1.17E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_09184-P1	54f33b7a4fe86dabf9d75d63decaf225	1562	SUPERFAMILY	SSF52058		937	976	4.93E-12	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_09184-P1	54f33b7a4fe86dabf9d75d63decaf225	1562	SUPERFAMILY	SSF52058		497	791	4.93E-12	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_09184-P1	54f33b7a4fe86dabf9d75d63decaf225	1562	SUPERFAMILY	SSF52058		1223	1344	1.47E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_09184-P1	54f33b7a4fe86dabf9d75d63decaf225	1562	SUPERFAMILY	SSF52058		946	1047	1.47E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_09184-P1	54f33b7a4fe86dabf9d75d63decaf225	1562	SUPERFAMILY	SSF52058		1083	1176	1.47E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_09184-P1	54f33b7a4fe86dabf9d75d63decaf225	1562	SUPERFAMILY	SSF52540		169	432	2.78E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_09184-P1	54f33b7a4fe86dabf9d75d63decaf225	1562	Pfam	PF00931	NB-ARC domain	181	457	5.8E-50	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT16342	1e7cfddaf3bd8392adc5bda1319604c2	2020	Pfam	PF07727	Reverse transcriptase (RNA-dependent DNA polymerase)	1	178	1.6E-51	T	31-05-2017	IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
Atauschii_EMT16342	1e7cfddaf3bd8392adc5bda1319604c2	2020	Coils	Coil		1308	1335	-	T	31-05-2017
Atauschii_EMT16342	1e7cfddaf3bd8392adc5bda1319604c2	2020	SUPERFAMILY	SSF52058		742	1125	8.5E-24	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT16342	1e7cfddaf3bd8392adc5bda1319604c2	2020	Pfam	PF00931	NB-ARC domain	454	581	1.1E-20	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT16342	1e7cfddaf3bd8392adc5bda1319604c2	2020	SUPERFAMILY	SSF56672		193	278	6.23E-6	T	31-05-2017
Atauschii_EMT16342	1e7cfddaf3bd8392adc5bda1319604c2	2020	SUPERFAMILY	SSF56672		11	157	6.23E-6	T	31-05-2017
Atauschii_EMT16342	1e7cfddaf3bd8392adc5bda1319604c2	2020	SUPERFAMILY	SSF52540		446	670	1.13E-37	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7BL_TGACv1_578615_AA1897800.4	064e12ecbbc67ded04d1b4b207e52427	1708	Coils	Coil		1152	1179	-	T	31-05-2017
Taestivum_TRIAE_CS42_7BL_TGACv1_578615_AA1897800.4	064e12ecbbc67ded04d1b4b207e52427	1708	SUPERFAMILY	SSF52058		495	879	3.23E-24	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7BL_TGACv1_578615_AA1897800.4	064e12ecbbc67ded04d1b4b207e52427	1708	Pfam	PF00931	NB-ARC domain	174	455	1.0E-45	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7BL_TGACv1_578615_AA1897800.4	064e12ecbbc67ded04d1b4b207e52427	1708	Coils	Coil		1187	1207	-	T	31-05-2017
Taestivum_TRIAE_CS42_7BL_TGACv1_578615_AA1897800.4	064e12ecbbc67ded04d1b4b207e52427	1708	SUPERFAMILY	SSF52540		166	430	2.24E-46	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7BL_TGACv1_578615_AA1897800.4	064e12ecbbc67ded04d1b4b207e52427	1708	Coils	Coil		40	60	-	T	31-05-2017
Osativa_LOC_Os11g11920.1	7d7ea8ed4e986bba219e7255bbc38df9	1075	SUPERFAMILY	SSF52058		476	857	1.97E-25	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Osativa_LOC_Os11g11920.1	7d7ea8ed4e986bba219e7255bbc38df9	1075	Pfam	PF00931	NB-ARC domain	156	436	6.2E-54	T	31-05-2017	IPR002182	NB-ARC
Osativa_LOC_Os11g11920.1	7d7ea8ed4e986bba219e7255bbc38df9	1075	Coils	Coil		40	60	-	T	31-05-2017
Osativa_LOC_Os11g11920.1	7d7ea8ed4e986bba219e7255bbc38df9	1075	Pfam	PF05627	Cleavage site for pathogenic type III effector avirulence factor Avr	1007	1038	1.5E-11	T	31-05-2017	IPR008700	RIN4, pathogenic type III effector avirulence factor Avr cleavage site
Osativa_LOC_Os11g11920.1	7d7ea8ed4e986bba219e7255bbc38df9	1075	SUPERFAMILY	SSF52540		130	410	9.15E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi4g12895.1.p	4ac6e9216beece661f871367f299e810	951	SUPERFAMILY	SSF52540		192	446	1.43E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi4g12895.1.p	4ac6e9216beece661f871367f299e810	951	SUPERFAMILY	SSF52058		511	896	2.69E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Bdistachyon_Bradi4g12895.1.p	4ac6e9216beece661f871367f299e810	951	Pfam	PF00931	NB-ARC domain	203	472	2.6E-54	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	SUPERFAMILY	SSF52058		519	753	4.08E-5	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	Pfam	PF00931	NB-ARC domain	202	483	4.8E-47	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	Pfam	PF00931	NB-ARC domain	1223	1494	3.0E-47	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	Coils	Coil		2173	2173	-	T	31-05-2017
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	Coils	Coil		1051	1071	-	T	31-05-2017
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	SUPERFAMILY	SSF52540		1175	1467	9.68E-53	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	SUPERFAMILY	SSF52058		1934	2152	1.87E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	Coils	Coil		1146	1166	-	T	31-05-2017
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	SUPERFAMILY	SSF52540		189	456	2.45E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_3AL_TGACv1_194861_AA0640850.1	640119b689fb7ad8a3ebeee3ae43ab53	2173	SUPERFAMILY	SSF52058		1595	1903	1.87E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_AK371208	685fea584a01e300ce41e5afff960e1b	1218	SUPERFAMILY	SSF56112		929	1203	1.14E-40	T	31-05-2017	IPR011009	Protein kinase-like domain
Hvulgare_AK371208	685fea584a01e300ce41e5afff960e1b	1218	Pfam	PF00069	Protein kinase domain	943	1089	7.3E-13	T	31-05-2017	IPR000719	Protein kinase domain
Hvulgare_AK371208	685fea584a01e300ce41e5afff960e1b	1218	SUPERFAMILY	SSF52540		2	241	8.15E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_AK371208	685fea584a01e300ce41e5afff960e1b	1218	SUPERFAMILY	SSF52058		306	666	1.87E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_AK371208	685fea584a01e300ce41e5afff960e1b	1218	ProSiteProfiles	PS50011	Protein kinase domain profile.	939	1203	14.365	T	31-05-2017	IPR000719	Protein kinase domain
Hvulgare_AK371208	685fea584a01e300ce41e5afff960e1b	1218	Pfam	PF00931	NB-ARC domain	2	267	4.6E-48	T	31-05-2017	IPR002182	NB-ARC
Sbicolor_Sobic.K018200.1.p	8b619509056fd0c56ea81f7bf4b0b85b	1031	SUPERFAMILY	SSF52058		528	854	4.42E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Sbicolor_Sobic.K018200.1.p	8b619509056fd0c56ea81f7bf4b0b85b	1031	Pfam	PF00931	NB-ARC domain	168	452	1.5E-44	T	31-05-2017	IPR002182	NB-ARC
